quest_101_code	A1
quest_652_desc	"12.7cm 연장포" 2개를 폐기, 가구코인 5000과 "7.7mm 기총" 및 "96식 함상전투기"를 각각 2개씩 준비하라. (임무 달성 후, 준비한 가구코인 및 필요 장비(개수치 최저 장비 우선)는 소멸합니다.)
quest_653_code	SF2
quest_653_name	절분 특별임무: 절분 준비!
quest_653_desc	"20.3cm 연장포"(2/3은 해당 안 됨)를 2개 폐기, 가구 코인 5000과 "12cm 단장포", "영식 수상정찰기"를 각각 2개씩 준비하라! (임무 달성 후, 준비한 가구 코인과 필요 장비(개수치 낮은 것 우선)는 소멸합니다.)
quest_654_code	OH2
quest_654_name	[병] 사이운 조달 및 수송분해
quest_654_desc	"영식 수상정찰기" 1개를 공창에서 폐기하고, 개발자재 10개와 "97식 함상공격기" 하나(개수 X)를 준비하라! (임무 달성 후, 준비한 개발자재 및 필요 장비(개수치 최저 장비 우선)는 소멸) / 난이도 변경 시 해당 장비는 소멸됨에 유의
quest_655_code	OH1
quest_655_name	사이운 조달 및 수송분해
quest_655_desc	"영식 수상정찰기" 1개를 공창에서 폐기하고, 개발자재 20개와 "사이운" 하나(개수 X)를 준비하라! (임무 달성 후, 준비한 개발자재 및 필요 장비(개수치 최저 장비 우선)는 소멸) / 난이도 변경 시 해당 장비는 소멸됨에 유의
quest_656_code	F49
quest_656_name	631공 [세이란] 대의 편성
quest_656_desc	"이401" 또는 "이13", "이14"를 기함으로 두고, "시제 세이란"을 1슬롯에, "즈이운(631공)"을 2슬롯에 탑재하여 "세이란(631공)"을 신편하라! (임무 달성 후 필요 장비는 소멸)
quest_657_code	SF3
quest_657_name	봄의 준비임무: 히나마츠리의 준비
quest_657_desc	"14cm 단장포" 2개를 공창에서 폐기하고, 가구코인 5000과 "99식 함상폭격기" 및 "61cm 3연장어뢰"를 각각 2개 준비하라! (임무 달성 후, 준비한 가구코인 및 필요 장비(개수치 최저 장비 우선)는 소멸)
quest_658_code	F50
quest_658_name	잠수함무장의 강화
quest_658_desc	"61cm 3연장어뢰" 4개를 공창에서 폐기하고, 개발자재 120개와 "61cm 4연장(산소)어뢰" 및 "93식 수중청음기"를 각각 3개 준비하라! (임무 달성 후, 준비한 개발자재 및 필요 장비(개수치 최저 장비 우선)는 소멸)
quest_659_code	F51
quest_659_name	정예 [수전] 대의 신편성
quest_659_desc	정예비행대의 신편성: 숙련도 MAX 및 개수 MAX 상태의 "2식 수상전투기 개"를 1슬롯에 탑재한 비서함으로, "영식 함전 21형" 2개 및 "즈이운" 2개를 폐기하라! (신 비행대를 편성할 숙련탑승원이 필요합니다.)
quest_660_code	F52
quest_660_name	정예 [수전] 대의 증세
quest_660_desc	정예비행대의 신편성: 숙련도 MAX 및 개수 MAX 상태의 "2식 수상전투기 개"를 1슬롯에 탑재한 비서함으로, "영식 함전 21형" 2개 및 "즈이운" 2개를 폐기하라! (신 비행대를 편성할 숙련탑승원이 필요합니다.)
quest_661_code	F53
quest_661_name	신형포공병장, 전력화개시!
quest_661_desc	공창 임무: 신형포공병장의 개발 및 전력화를 시작한다. "부포"계 장비 10개를 폐기, 강재 6,000을 준비하라!※임무 달성 후 준비한 자원은 소비합니다. (부포 계열 장비 10개 폐기, 기총 대체 불가)
quest_662_code	F54
quest_662_name	신형의장의 개발연구
quest_662_desc	공창 임무: 신형의장의 개발연구를 실시한다. "중구경주포"계 장비 10개를 폐기, 강재 12,000을 준비하라!※임무 달성 후 준비한 자원은 소비합니다. "훈장"과 "신형포공병장자재"의 획득선택이 가능합니다. (중구경주포 계열 장비 10개 폐기, 선택보상)
quest_663_code	F55
quest_663_name	신형의장의 계속연구
quest_663_desc	공창 임무: 신형의장의 개발을 계속 실시한다. "대구경주포"계 장비 10개를 폐기, 강재 18,000을 준비하라!※임무 달성 후 준비한 자원은 소비합니다. "훈장"과 "신형포공병장자재"의 획득선택이 가능합니다. (대구경주포 계열 장비 10개 폐기, 선택보상)
quest_664_code	F56
quest_664_name	전탐기술의 사격장치에의 활용
quest_664_desc	공창임무: 전탐기술의 사격장치에의 활용을 연구한다. "전탐"계 장비 10개를 폐기, 탄약 및 강재를 각각 8,000을 준비하라! ※임무 달성 후 준비한 자원은 소비합니다. "훈장"과 "포병자재"의 획득선택이 가능합니다. (전탐 계열 장비 10개 폐기, 선택보상)
quest_665_code	F57
quest_665_name	민생산업에의 협력
quest_665_desc	공창임무: 군수물자를 방출하여, 민생산업에 협력한다. "소구경주포"계 장비 16개를 폐기, 연료 12,000을 준비하라! ※임무 달성 후 준비한 자원은 소비합니다. "훈장"과 "포병자재"의 획득선택이 가능합니다. (소구경주포 계열 장비 16개 폐기, 선택보상)
quest_666_code	F58
quest_666_name	정예 "즈이운" 대의 편성
quest_666_desc	비서함 "휴가 개"의 4번 슬롯에 개수 max 상태의 "즈이운 (634공)"을 탑재하고, "드럼통 (수송용)" 2개를 폐기, 더욱이 "99식 함상폭격기" 2기 및 "즈이운" 2기를 준비하라! (신 비행대를 편성할 숙련탑승원이 필요합니다.)
quest_667_code	F59
quest_667_name	민생산업에의 협력을 계속하라!
quest_667_desc	공창임무: 군수물자를 방출하고, 민생산업의 협력을 계속한다. "기총"계장비 10개를 폐기, 강재 15,000을 준비하라! ※임무 달성 후 준비한 자원은 소비합니다. "특주가구장인"과 "훈장"의 취득 선택이 가능.
quest_668_code	F60
quest_668_name	신형전투식량의 시험작
quest_668_desc	요리임무: 간편하게 식사를 할 수 있고, 게다가 맛있게 배를 채울 수 있는 신형 전투식량을 개발한다. "전투식량" 2개와 연료 800 및 보크사이트 150을 준비하라! 기름 넣고 환기 개시! 조리 시작!
quest_701_code	G1
quest_701_name	첫 "근대화개수"!
quest_701_desc	임의 칸무스를 근대화개수(합성)하여 강화하자!
quest_702_code	G2
quest_702_name	함선의 "근대화개수"를 실시하자!
quest_702_desc	근대화개수를 실시하여 2회 이상 성공시키자!
quest_703_code	G3
quest_703_name	"근대화개수"를 진행하여, 전비를 갖추자!
quest_703_desc	1주일 안에 근대화개수를 15회 성공시키자!
quest_704_code	G4
quest_704_name	"대형함건조"의 준비! (1)
quest_704_desc	대형함/신형함 건조를 위해 준비를 진행한다. 임의 칸무스로 근대화개수를 4회 성공시키자!
quest_705_code	G5
quest_705_name	항공의장의 근대화개수
quest_705_desc	강철 5500 및 보크사이트 2500을 준비해 임의의 정규항모의 근대화 개수를 [항공모함]x5을 동시 사용해 2회 성공하라 (임무 달성후 준비한 자원은 소비됩니다. 경항모는 개수대상에 해당 안되나, 개수재료에는 해당됨)
quest_801_code	SB17
quest_801_name	근하신년! "수뢰전대" 출격 개시!
quest_801_desc	신춘 특별임무: 경순을 기함으로한 수뢰전대를 남서제도 앞바다(1-2), 제유소 지대 연안(1-3) 및 남서제도 방위선(1-4)에 전개! 해당 세 해역의 적함대를 섬멸, 새해의 여명에 승리를 새기는 거에요! (경순 1척+구축함 5척 편성. 1-2, 1-3, 1-4 각각 보스방 1회 승리로 달성)
quest_802_code	SB18
quest_802_name	신춘 "이라코" 돕기!
quest_802_desc	신춘 특별임무: 신춘부터 도움을 부탁드려 죄송합니다! 수상기모함, 잠수모함 혹은 구축함을 기함으로 한 함대로 동부 오룔해(2-3)에 반복 출격해주세요! 해당 해역의 적 함대를 섬멸, 제해권 확보를 부탁드립니다! (수모, 잠모 혹은 구축 기함 + 자유편성. 2-3 보스방 3회 승리로 달성)
quest_803_code	SB19
quest_803_name	시대가 온건가! 항공화력함같은 정월!
quest_803_desc	신춘 특별임무: 항공전함을 기함으로, 항공전함 2척과 항공순양함 2척을 핵심전력으로 하는 함대를 카레양(4-2)에 전개! 반복 출격해 해당 해역의 적 함대를 섬멸하라! (4-2 보스방 3회 S승리로 달성)
quest_804_code	SB20
quest_804_name	영춘! "항모기동부대" 출격 개시!
quest_804_desc	신춘 특별임무: 항공모함을 기함으로 하고 구축함 2척을 포함하는 기동부대를 북방 AL해역(3-5)에 전개! 반복 출격을 통해 해당 해역의 적 전력을 섬멸하라! 항모기동부대, 출격!(3-5 보스방 3회 S승리로 달성)
quest_805_code	B58
quest_805_name	기함 "카스미", 북방해역을 초계하라!
quest_805_desc	"카스미 개2"를 기함으로 구축함 4척을 포함한 함대를 북방해역에 투입해, 모레이해(3-1) 초계를 실시하라! ("카스미 개2" 혹은 "카스미 개2을" 기함, 이외 구축함 3척, 최대 6척으로 보스방 B승리+)
quest_806_code	B59
quest_806_name	기함 "카스미" 출격! 적함대를 격멸하라!
quest_806_desc	"카스미 개2"를 기함으로 구축함 3척을 포함한 함대로 남서제도 오키노시마 앞바다(2-5)에 돌입, 적 주력을 섬멸하라! ("카스미 개2" 혹은 "카스미 개2을" 기함, 이외 구축함 2척, 최대 6척으로 보스방 S승리)
quest_807_code	B60
quest_807_name	"제31전대" 출격하라!
quest_807_desc	"제31전대"(제1차)를 진수부근해항로(1-6)로 출격시켜 안전확보에 진력하라! (이스즈 개2 기함, 사츠키 개2, 우즈키 개 포함 6척으로 1-6 최종지점 도달)
quest_808_code	B61
quest_808_name	"제27구축대" 출격하라!
quest_808_desc	"시라츠유 개"를 기함으로 제27구축대를 포함한 함대를 오룔해(2-3)에 전개, 해당 해역의 적함대를 격멸하라! (시라츠유 개, 시구레, 하루사메, 사미다레 포함 최대 6척으로 2-3 보스방 S승리)
quest_809_code	B62
quest_809_name	강습상륙작전용 전력을 증강하라!
quest_809_desc	중부해역에서의 항공정찰 'K작전'(6-3)을 실시하며, 강습상륙작전용 전력의 강화를 도모하라 (6-3 보스방 B이상으로 달성)
quest_810_code	B63
quest_810_name	제유소 지대를 방위하라!
quest_810_desc	수뢰전대를 제유소 지대 연안(1-3)에 전개! 해당 해역에 출몰하는 적 함대를 3번 이상 격파하라! (경순 1척과 구축함만으로 편성, 1-3 보스방에서 S승리 3회로 달성)
quest_811_code	B64
quest_811_name	남서제도방위선을 강화하라!
quest_811_desc	남서제도방위선(1-4)에 유력한 함대를 전개, 해당 방면을 습격하는 적 함대를 5회 이상 격멸하라! (1-4 보스방 S승리 5회로 달성)
quest_812_code	B65
quest_812_name	오룔해의 제해권을 확보하라!
quest_812_desc	오오시오를 기함으로 하는 함대를 동부 오룔해(2-3)에 반복 출겨기켜 해당 방면의 적 함대를 완전 격파하라! (오오시오 기함, 2-3 보스방 S승리 6회로 달성)
quest_813_code	B66
quest_813_name	기함 "오오시오", 출격하라!
quest_813_desc	"오오시오 개2"를 기함으로 한 유력 함대를 북방 AL 해역(3-5)에 전개, 북방해역의 전투초계를 실시하라! (3-5 보스방에서 S승리로 달성)
quest_814_code	B68
quest_814_name	강행고속수송부대, 출격하라!
quest_814_desc	"센다이 개2"를 기함으로, "카와카제 개2", "시구레 개2"와 기타 구축함 2척을 포함한 함대로 잼 섬 공략작전(4-1)을 실시하라! (4-1 보스방 A승리로 달성)
quest_815_code	B69
quest_815_name	"제1항공전대" 서쪽으로!
quest_815_desc	기함 "아카기", 동료함 "카가"를 중핵으로 하는 함대로 심해동양함대 소모작전을 감행하라! (최대 4척까지 추가로 자유편성, 4-5 보스방 S승리로 달성)
quest_816_code	B67
quest_816_name	함대, 3주년!
quest_816_desc	3주년을 기념해 바시 섬 인근 및 동부 오룔해에 출격, 동 해역의 적 함대를 격멸하라! (2-2, 2-3 보스방 각각 S승리로 달성)
quest_817_code	B70
quest_817_name	신편 함대, 남서제도방위선으로 급행하라!
quest_817_desc	수뢰전대를 포함한 신편 함대를 남서제도방위선에 전개, 해당 방면을 공격해온 적 함대를 격파하라! (경순양함/연습순양함/중뇌장순양함을 기함으로 구축함 4척을 포함한 최대 6척 편성으로 1-4 보스방 S승리로 달성)
quest_818_code	B71
quest_818_name	진수부 근해항로의 안전 확보를 강화하라!
quest_818_desc	수뢰전대를 포함한 신편전대를 진수부 근해항로(1-6)에 출격시켜 해당 항로의 안전 확보를 위해 노력하라! (경순양함을 기함으로 구축함 4척을 포함한 최대 6척 편성으로 1-6 최종방 도달)
quest_819_code	B72
quest_819_name	"제31전대", 적 잠수함을 제압하라!
quest_819_desc	제31전대(제1차)를 진수부 근해항로(1-6)에 재투입! 반복 출격하여 적 잠수함을 제압하라! (이스즈 개2 기함, 사츠키 개2, 우즈키 개를 포함한 최대 6척 편성으로 1-6 최종방 2회 도달)
quest_820_code	B73
quest_820_name	신편 "제8구축대", 출격하라!
quest_820_desc	신편 "제8구축대"를 포함한 함대를 진수부 근해항로(1-6)에 출격시켜 해당 항로의 안전 확보를 위해 노력하라! (아사시오 개2 혹은 개2정을 기함으로, 오오시오, 미치시오, 아라시오를 포함한 최대 6척 편성으로 1-6 최종방 2회 도달)
quest_821_code	B74
quest_821_name	정예 "8구 제1소대!", 대잠초계!
quest_821_desc	"제8구축대 제1소대"를 포함한 함대로 진수부 정면 대잠 초계를 반복 실시! 적 잠수함을 압도하라!(아사시오 개2정, 오오시오 개2를 포함한 함대로 1-5 보스방 S승리 2회로 달성)
quest_822_code	Bq1
quest_822_name	오키노시마 요격전
quest_822_desc	유력한 함대를 오키노시마 해역 전면에 반복 투입하여 침공하는 적 기동부대를 요격, 이를 격멸하라! (2-4 보스방 2회 S승리)
quest_823_code	B75
quest_823_name	수뢰전대, 남서방위선으로 반복 출격하라!
quest_823_desc	경순급 기함과 구축함 4척을 중핵으로 하는 호위함대를 편성, 남서제도방위선(1-4)에 반복 출격해 해당해역의 제해권 확보에 노력하라!(경순/연순/뇌순 기함, 구축함 4척을 포함한 최대 6척 편성으로 보스방 A승리 이상 2회로 달성)
quest_824_code	B76
quest_824_name	제유소 지대 연안의 초계를 실시하라!
quest_824_desc	경항모 기함과 구축함 3척을 중핵으로 하는 호위함대를 편성, 제유소 지대 연안(1-3)에 전개해 해당 해역의 안전을 확보하라! (경항모 기함, 구축함 3척을 포함한 최대 6척 편성으로 보스방 S승리로 달성)
quest_825_code	B77
quest_825_name	수뢰전대, 남서제도해역을 초계하라!
quest_825_desc	수뢰전대를 기간으로 한 유력한 함대로 남서제도해역 바시 섬(2-2) 및 동부 오룔해(2-3)를 초계, 해당 해역을 해뵈하는 적 함대를 포착해 이를 격파하라! (경순 기함, 구축함 4척을 포함한 최대 6척 편성으로 2-2 및 2-3 보스방 각각 S승리 1회로 달성)
quest_826_code	B78
quest_826_name	"제19구축대" 출격하라!
quest_826_desc	특형구축함 4척으로 구성된 "제19구축대"를 진수부 연안(1-5)에 전개! 진수부 정면 대잠 초계를 실시해 날뛰는 적 잠수부대의 제압에 노력하라! (1-5 보스방 A승리 이상으로 달성)
quest_827_code	B79
quest_827_name	"제19구축대", 적 주력에게 돌입하라!
quest_827_desc	"제19구축대"를 포함한 유력한 함대를 편성해, 남서제도 오키노시마 연안에 전개! 해당 방면을 배회하는 적 주력을 포착해 이를 격파하라! (2-5 보스방 A승리 이상으로 달성)
quest_828_code	B80
quest_828_name	비행장 건설의 준비를 실시하라.
quest_828_desc	중부해역에서의 항공정찰 "K작전"을 다시 실시, 나아가 해당 방면을 배회하는 적 함대를 격침하여 중부해역에서의 비행장 건설을 위한 준비를 실시하라! (6-3 보스방 S승리로 달성)
quest_829_code	B82
quest_829_name	야간돌입! 적 상륙부대를 타격하라!
quest_829_desc	남방 사부섬 연안 해역(5-3)에 정예부대를 투입! 적 부대의 맹공을 돌파하여 해당 방면의 적 상륙 부대를 타격하라!! (5-3 보스방 A승리 이상으로 달성)
quest_830_code	B81
quest_830_name	밤의 바다를 밝히는 "등불"을 입수하라!
quest_830_desc	유력한 함대를 캄란만(2-1)에 투입, 해당 방면에 출몰하는 적 함대를 포착해 이를 격파하라! 그리고 밤을 밝히는 "등불"을 입수하라! 어떤 시기에는 야전 이외에도 쓸모가 있다는 것 같다! (2-1 보스방 S승리로 달성)
quest_831_code	SB12
quest_831_name	꽁치잡이: 반짜~악! 꽁치잡이 지원!
quest_831_desc	꽁치잡이 어장에 전개해 배회하고 있는 적 함대를 격파해, "꽁치"를 세 마리 잡아라래! 근해, 북방해역, 중부해역의 어딘가에 꽁치잡이에 적합한 어장이 있나봐! (꽁치 3마리 확보로 달성
quest_832_code	SB13
quest_832_name	꽁치잡이: 더욱더~욱 꽁치잡이!
quest_832_desc	조오금 힘들겠지만, 어장의 안전을 확보해 "꽁치"를 8마리 확보하는 거래! 너무 남회하거나 한동안 같은 해역에 계속 잡으면 잘 안 잡히나봐. 해역을 바꿔보자! (꽁치 8마리 확보로 달성)
quest_833_code	SB14
quest_833_name	꽁치잡이: 최신예의 꽁치! 더욱!
quest_833_desc	꽤애나 힘들겠지만, 그래, 우리는 최신예 꽁치지원부대잖아? 최신예, 최신예, 최신예의 꽁치잡이, 힘내보자구요! 잘 부탁드립니다! (꽁치 24마리 확보로 달성)
quest_834_code	B83
quest_834_name	남서제도방위선을 증강하라!
quest_834_desc	수상기모함 혹은 항공순양함을 기함으로 하는 유력한 함대를 남서제도방위선(1-4)에 투입해 수상기 전력을 활용하여 해당 방위선을 강화, 해당 방면의 적 함대를 격멸하라! (1-4 보스방 S승리로 달성)
quest_835_code	B84
quest_835_name	"제16전대"(제3차) 출격하라!
quest_835_desc	"제16전대"(제3차)를 오키노시마 해역 전면(2-4)에 전개, 적 주력함대를 포착하고 이를 격파하라! (2-4 보스방 A승리 이상으로 달성)
quest_836_code	B85
quest_836_name	정예 "제16전대" 돌입하라!
quest_836_desc	재편성을 완료한 정예 "제16전대"를 남서제도 해역 오키노시마 근해에 전개, 해당 방면을 배회하는 적 주력을 포착해 이를 격파하라! (2-5 보스방 S승리로 달성)
quest_837_code	B86
quest_837_name	수송작전을 성공시키고 귀환하라!
quest_837_desc	"키누 개2"를 기함으로 수반함에 "우라나미 개" 및 기타 구축함 3척을 포함한 총 5척의 함대로 바시섬 근해(2-2)에서의 야나기 수송작전을 실시, 해당 수송작전을 완전 성공시키고 귀환하라! (2-2 보스방 S승리로 달성)
quest_838_code	B87
quest_838_name	중순 전대, 발묘하라!
quest_838_desc	중순 4척을 핵심 전력으로 하고 중순이 기함인 함대를 남서제도 해역 동부 오룔해(2-3)에 전개해 해당 해역의 적 함대를 격멸, 제해권을 확보하라. (2-3 보스방 S승리로 달성)
quest_839_code	B88
quest_839_name	전함 전대, 출격하라!
quest_839_desc	전함 2척을 핵심 전력으로 하고 전함이 기함인 함대를 북방해역 알폰시노 방면(3-3)에 진출시켜 해당 해역의 적 전함을 격멸, 북방해역의 제해권 확보에 임하라! (3-3 보스방 승리로 달성. 전함은 고속, 항공도 포함됨)
quest_840_code	SB15
quest_840_name	동계 특별임무: 정예 "구축대", 출격!
quest_840_desc	구축함 4척으로 편성된 정예 "구축대"를 편성해 진수부 정면해역(1-1) 및 남서제도 앞바다(1-2)에 출격해 양 해역의 적함대를 포착, 이를 격파하라! (1-1, 1-2 각각 보스방 1회 승리로 달성)
quest_841_code	SB16
quest_841_name	동계 특별임무: 수상기모함, 발묘하라!
quest_841_desc	수상기모함을 기함으로 하고 호위 구축함 3척을 포함한 함대를 편성, 제유소 지대 연안(1-3) 및 남서제도 방위선(1-4)에 전개, 해당 해역에 출몰하는 적함대를 격멸하라! (1-3, 1-4 각각 보스방 1회 승리로 달성)
quest_842_code	B89
quest_842_name	주력 전함전대, 발묘하라!
quest_842_desc	전함 혹은 항공전함 2척 이상으로 구성된 강력한 전함 전대를 중핵으로 한 함대를 오키노시마 해역 전면(2-4)에 전개, 침공하는 적 함대를 포착해 이를 격멸하라! (저속전함 혹은 항공전함 2척, 자유편성 4척으로 2-4 보스방 S승리로 달성)
quest_843_code	SB21
quest_843_name	절분 특별임무: 제해권을 확보하라!
quest_843_desc	절분 실시의 준비로 제1함대에 4척 편성(구축함 2척 포함)의 정예 함대를 배치, 진수부 정면해역(1-1), 남서제도 근해(1-2) 및 동부 오룔해(2-3)에 전개해 해당 해역의 적 함대를 섬멸하여 절분의 제해권을 확보하라! (4척 편성으로 1-1, 1-2, 2-3 각각 보스방 1회 S승리로 달성)
quest_844_code	B90
quest_844_name	정예 "제8구축대" 돌입하라!
quest_844_desc	"아라시오 개2"를 기함으로 하고 수반함에 "제8구축대"로부터 1척을 포함한 정예 제1함대로 새먼해역 북방(5-5)에 돌입, 해당 방면에 접근하는 유력한 적 함대를 포착해 해당 방면의 적 전력의 소모에 임하라! (아라시오 개2 기함 + 아사시오, 오오시오, 미치시오 중 1척 + 자유편성 4척으로 5-5 보스방 A승리 이상 2회로 달성)
quest_845_code	OH3
quest_845_name	적 대규모 정박지의 후방병참선을 분단하라!
quest_845_desc	적의 대규모 정박지의 후방병참선을 분단하라! 적 정박지의 북동쪽에 있는 적 이도 거점을 공격, 동 거점을 무력화, 보강병참선을 파괴하는 것으로, 적 대규모 정박지의 방위력 저하를 노려라! (E-3 J방 A승 2회 이상)
quest_846_code	B91
quest_846_name	잠수함대, 중부해역의 초계를 실시하라!
quest_846_desc	잠수함을 기함으로 하여, 4척 이상의 유력한 잠수함을 비치한 제1함대, 정예잠수함대로 중부해역초계선에 진출, 회항중인 적 공모를 포착, 이를 습격하라! (잠수함 기함, 4잠 이상/기타 자유, 6-1 보스방 B승 이상)
quest_847_code	SB22
quest_847_name	봄의 준비임무: 히나마츠리의 준비를 완수하라!
quest_847_desc	봄의 준비임무: 함대를 동부 오룔해에 반복출격, 해당 방면의 적함대를 전멸하고 해역 주변의 제해권을 완전히 확보, 히나마츠리를 맞이할 준비를 완수하라! (2-3 5회 S승)
quest_848_code	B92
quest_848_name	중장갑순양함, 철저해협을 돌파하라!
quest_848_desc	제1함대 기함에 "자라 due"를 배치, 해당 함대로 남방 사부섬 연안 해역에 돌입! 해당 방면의 적 함대군을 격파하고, 철저해협에 전개된 적 전력을 격파하라! (자라 due 기함, 기타 자유, 5-3 보스방 A승 이상)
quest_849_code	B93
quest_849_name	남서제도방면의 적함대를 격파하라!
quest_849_desc	경순양함을 기함으로 함대를 편성해, 남서제도방위선, 바시 섬 앞바다 및 동부 오룔 해에 전개, 해당 해역을 배회하는 적 함대를 격파하라! (경순 기함, 1-4, 2-2, 2-3 보스방 S승)
quest_850_code	B94
quest_850_name	해상항공전력을 확충하라!
quest_850_desc	항공모함 또는 수상기모함을 기함으로 유력한 함대를 편성, 북방AL해역, 서방해역 카스가다마 앞바다, 중부해역 MS제도 앞바다에 전개하여, 각 해역의 적 함대를 격멸하라! (항모 또는 수모 기함, 3-5, 4-4, 6-2 보스방 S승)
quest_851_code	B95
quest_851_name	개장항공순양함, 출격!
quest_851_desc	개장항공순양함 스즈야 개2를 기함으로 하는 강력한 함대를 편성, 님방해역에 전개, 남방해역전면 및 사부섬 연안 해역에 배회하는 적 함대군을 포착, 이를 격파하라! (스즈야 개2 기함, 5-1, 5-3 보스방 A승 이상, 선택보상: 쿄후 개/함본 신설계 증설 벌지 (중형함) 중 택1)
quest_852_code	B97
quest_852_name	개장공격형경항모, 전선에 전개하라!
quest_852_desc	개장항공모함 스즈야 항 개2를 기함으로 하는 강력한 기동부대를 편성, 해당 함대로 중부해역에 진출. MS제도 앞바다, KW 환초 앞바다에 전개하여, 해당 해역의 적 기동부대를 포착, 이를 격파하라! (스즈야 항 개2 기함, 6-2, 6-5 보스방 S승)
quest_853_code	B96
quest_853_name	진수부 해역 경계를 엄중히 하라!
quest_853_desc	순양함급 함선을 기함에 배치, 2척 이상의 구축함을 거느리는 경계함대를 편성하라. 해당 경계함대로 진수부해역(남서제도/제유소 지대 연안/남서제도 방위선/진수부 근해)의 경게임무에 임하라! (경순/뇌순/중순/항순/연순 기함, 2구축 이상, 1-2, 1-3, 1-4, 1-5 보스방 A승 이상)
quest_854_code	Bq2
quest_854_name	전과확장작전! [Z작전] 전단작전
quest_854_desc	전과확장작전: 제1함대에 정예함정을 집중 배치, 해당 정예함대로 남서제도의 오키노시마 해역, 중부해역 초계선, 구아노 환초구의 적을 격파, 중부해역 피콕 섬의 적 전력을 파쇄 섬멸하라! (2-4, 6-1, 6-3 보스방 A승리 이상, 6-4 보스방 S승리)
quest_855_code	B98
quest_855_name	해상호위체제의 강화에 힘써라!
quest_855_desc	해상호위작전: 구축함 또는 해방함 3척 이상으로 구성된 호위함대를 편성하여, 진수부해역의 제유소 지대 연안, 남서제도 방위선, 진수부 근해, 진수부 근해 항로에 각각 전개, 각 해역에서의 작전을 성공시켜라! (구축 또는 해방함 3척 이상, 1-3, 1-4, 1-5 보스방 S승, 1-6 최종방 도달)
quest_856_code	B99
quest_856_name	신편 "제1전대", 발묘하라!
quest_856_desc	신편 "제1전대" 출격임무: 전함 "나가토 개2"를 기함, 2번함에 "무츠 개"를 배치한 제1함대로 출격! 카레 양 리랑카 섬 앞바다, 사몬 해역 북방에 전개, 동 해역의 적 함대전력을 포착, 이를 격파하라! (나가토 개2 기함, 무츠 개 2번함, 4-5 및 5-5 보스방 S승)
quest_857_code	B100
quest_857_name	증강해상호위총대, 발묘하라!
quest_857_desc	출격임무: 경순 1척 이상, 구축함 혹은 해방함 2척 이상, 거기에 항공순양함 또는 경공모로 증강시킨 제1호위함대를 제1함대에 편성, 남서제도해역의 각 해역에 전개, 적 함대를 격파, 각 작전을 성공시켜라! (해당 편성으로 2-2~2-5 보스방 A승 이상)
quest_858_code	B101
quest_858_name	신편 "제7전대", 출격하라!
quest_858_desc	출격임무: 신편 "제7전대"로 출격! 카레 양 리랑카 섬 앞바다 "심해동양함대점감작전", MS제도 앞바다 "MS 제도 방위전"에 대해, 적함대주력을 포착, 이를 격멸하라! (쿠마노 개2 기함, 스즈야 개2 2번함, 4-5 및 6-2 보스방 S승, 경모 상태 가능)
quest_859_code	B102
quest_859_name	정예 "제4항공전대", 발묘하라!
quest_859_desc	정예 제4항공전대 출격임무: 정예항공전함을 주력으로 재편성된 제4항공전대, 발묘하라! 오키노시마 앞바다 전투초계(2-5) 및 북방 AL 해역 전투초계(3-5)를 실시, 동 방면의 적 함대 주력을 포착, 이를 격파하라! (기함/2번함에 이세/휴가, 1경순 2구축 기타 1척으로 2-5, 3-5 보스방 A승 이상)
quest_860_code	B103
quest_860_name	기함 "유라", 발묘!
quest_860_desc	출격임무: 기함에 "유라 개2", 수반함에 "무라사메", "유다치", "하루사메", "사미다레" 및 "아키즈키"에서 2척 이상을 배치한 제1함대를 전개, 동부 오룔해(2-3) 및 남방 해역 전면(5-1)의 적 전력을 격멸하라! (해당 함대로 2-3 및 5-1 S승)
quest_861_code	Bq3
quest_861_name	강행수송함대, 발묘!
quest_861_desc	항로호위임무: 항공전함(또는 보급함도 가능) 2척을 중심으로 한 함대로, 진수부 근해 항로(1-6)에서의 수송선단호위작전을 실시. 이 수송호위작전을 2회 성공시키라! (해당 조건으로 1-6 2회 클리어)
quest_862_code	Bq4
quest_862_name	전선의 항공정찰을 실시하라!
quest_862_desc	정찰임무: 수상기모함 1척과 경순 2척을 중심으로 한 정찰함대를 중부해역 구아노 환초 앞바다(6-3)에 전개, 항공정찰작전 [K작전]을 반복 실시한다! 더욱이 이 방면의 적 함대를 포착, 적 전력의 격파에 힘써라! (해당 조건으로 6-3 2회 A승리 이상)
quest_863_code	B104
quest_863_name	정예 "제22구축대" 출격하라!
quest_863_desc	출격임무: 재편성한 정예 "제22구축대"를 포함하는 정예 수뢰전대로 북방해역 키스섬 앞바다에 출격, 키스 섬 철수 작전(3-2)을 완전성공시켜라! (제22구축대 + 자유 2척으로 3-2 S승)
